dp_RecordID,Donation Date,Amount,Payment Type,Item Number,Statement Title,Donation ID,Donor ID,Batch ID,Unnamed: 15,data_flag
1341809,2025-10-12,50.00,Credit Card,Visa,Offering - Impact Church,1059811,20373,19684,,valid
1341800,2025-10-12,50.00,Credit Card,Visa,Tithes - Impact Church,1059801,36313,19682,,valid
1341883,2025-10-12,3.00,Credit Card,Visa,Offering - Impact Church,1059884,35118,19682,,valid
1341813,2025-10-12,10.00,Credit Card,Visa,Offering - Impact Church,1059815,36317,19684,,valid
1341801,2025-10-12,10.00,Credit Card,Visa,Offering - Impact Church,1059802,36280,19682,,valid
1341811,2025-10-12,50.00,Credit Card,Visa,Offering - Impact Church,1059812,18757,19684,,valid
1341802,2025-10-12,0.20,Credit Card,Visa,Credit Card Processing Fees,1059803,36280,19682,,valid
1341842,2025-10-12,1.19,Credit Card,Visa,Credit Card Processing Fees,1059844,36251,19682,,valid
1341896,2025-10-12,10.00,Credit Card,Visa,Offering - Impact Church,1059897,33667,19682,,valid
1341804,2025-10-12,10.00,Credit Card,Visa,Offering - Impact Church,1059805,30391,19682,,valid
1341803,2025-10-12,160.00,Credit Card,Visa,Tithes - Impact Church,1059804,30391,19682,,valid
1341841,2025-10-12,60.00,Credit Card,Visa,Offering - Impact Church,1059842,36251,19682,,valid
1341895,2025-10-12,150.00,Credit Card,Visa,Tithes - Impact Church,1059896,33667,19682,,valid
1341868,2025-10-12,25.00,Credit Card,Visa,Tithes - Impact Church,1059869,34369,19682,,valid
1342013,2025-10-12,50.00,Credit Card,Amex,Tithes - Impact Church,1060014,22031,19682,,valid
1341968,2025-10-12,300.00,Credit Card,Visa,Tithes - Impact Church,1059969,17749,19682,,valid
1341822,2025-10-12,50.00,Credit Card,Visa,Offering - Impact Church,1059823,36179,19684,,valid
1341967,2025-10-12,50.00,Credit Card,Visa,Offering - Impact Church,1059968,17749,19682,,valid
1341940,2025-10-12,70.00,Credit Card,Visa,Tithes - Impact Church,1059941,31404,19682,,valid
1341950,2025-10-12,100.00,Credit Card,Visa,Tithes - Impact Church,1059951,31242,19682,,valid
1342034,2025-10-12,45.00,Credit Card,Visa,Tithes - Impact Church,1060035,23675,19682,,valid
1341888,2025-10-12,5.00,Credit Card,Visa,Offering - Impact Church,1059889,28630,19682,,valid
1341889,2025-10-12,0.10,Credit Card,Visa,Credit Card Processing Fees,1059890,28630,19682,,valid
1341806,2025-10-12,50.00,Credit Card,Amex,Offering - Impact Church,1059807,36314,19682,,valid
1342067,2025-10-12,75.00,Credit Card,Visa,Tithes - Impact Church,1060068,23014,19682,,valid
1341984,2025-10-12,10.00,Credit Card,Visa,Offering - Impact Church,1059985,31089,19682,,valid
1341808,2025-10-12,100.00,Credit Card,Mastercard,Tithes - Impact Church,1059809,36072,19682,,valid
1341955,2025-10-12,2.99,Credit Card,Visa,Credit Card Processing Fees,1059956,21206,19682,,valid
1341954,2025-10-12,150.00,Credit Card,Visa,Tithes - Impact Church,1059955,21206,19682,,valid
1341866,2025-10-12,20.00,Credit Card,Visa,Offering - Impact Church,1059867,36118,19682,,valid
1341944,2025-10-12,200.00,Credit Card,Mastercard,Tithes - Impact Church,1059945,33078,19682,,valid
1341836,2025-10-12,4.00,Credit Card,Visa,Offering - Impact Church,1059837,34499,19684,,valid
1342043,2025-10-12,100.00,Credit Card,Visa,Offering - Impact Church,1060044,33802,19682,,valid
1341854,2025-10-12,20.00,Credit Card,Visa,Offering - Impact Church,1059855,36058,19682,,valid
1341974,2025-10-12,20.00,Credit Card,Visa,Offering - Impact Church,1059975,27017,19682,,valid
1341828,2025-10-12,25.00,Credit Card,Visa,Offering - Impact Church,1059829,23741,19684,,valid
1341870,2025-10-12,65.00,Credit Card,Visa,Tithes - Impact Church,1059871,35806,19682,,valid
1341824,2025-10-12,10.00,Credit Card,Visa,Offering - Impact Church,1059825,36053,19684,,valid
1342073,2025-10-12,50.00,Credit Card,Visa,Offering - Impact Church,1060074,27193,19682,,valid
1342074,2025-10-12,1.00,Credit Card,Visa,Credit Card Processing Fees,1060075,27193,19682,,valid
1341871,2025-10-12,50.00,Credit Card,Mastercard,Tithes - Impact Church,1059872,35740,19682,,valid
1341938,2025-10-12,0.50,Credit Card,Visa,Credit Card Processing Fees,1059939,33566,19682,,valid
1341937,2025-10-12,25.00,Credit Card,Visa,Offering - Impact Church,1059938,33566,19682,,valid
1341840,2025-10-12,50.00,Credit Card,Visa,Offering - Impact Church,1059841,33154,19684,,valid
1341901,2025-10-12,100.00,Credit Card,Visa,Tithes - Impact Church,1059902,34346,19682,,valid
1342265,2025-10-12,10.00,Cash,,Offering - Impact Church,1060249,36331,19681,,valid
1342307,2025-10-12,12.00,Cash,,Offering - Impact Church,1060286,35694,19681,,valid
1342294,2025-10-12,90.00,Cash,,Offering - Impact Church,1060275,20798,19681,,valid
1342303,2025-10-12,30.00,Cash,,Tithes - Impact Church,1060282,32651,19681,,valid
1342290,2025-10-12,50.00,Cash,,Tithes - Impact Church,1060272,33695,19681,,valid
1342248,2025-10-12,40.00,Cash,,Offering - Impact Church,1060235,33736,19681,,valid
1342241,2025-10-12,100.00,Cash,,Offering - Impact Church,1060231,20798,19681,,valid
1342266,2025-10-12,40.00,Cash,,Offering - Impact Church,1060250,20798,19681,,valid
1342288,2025-10-12,45.00,Cash,,Offering - Impact Church,1060270,35585,19681,,valid
1342291,2025-10-12,50.00,Cash,,Offering - Impact Church,1060272,33695,19681,,valid
1341825,2025-10-12,25.00,Credit Card,Visa,Offering - Impact Church,1059826,23942,19682,,valid
1342201,2025-10-12,100.00,Cash,,Tithes - Impact Church,1060196,20798,19681,,valid
1342247,2025-10-12,220.00,Cash,,Tithes - Impact Church,1060235,33736,19681,,valid
1342271,2025-10-12,30.00,Cash,,Offering - Impact Church,1060254,35928,19681,,valid
1342275,2025-10-12,30.00,Cash,,Tithes - Impact Church,1060258,34169,19681,,valid
1342217,2025-10-12,20.00,Cash,,Offering - Impact Church,1060211,27467,19681,,valid
1342254,2025-10-12,20.00,Cash,,Offering - Impact Church,1060239,35546,19681,,valid
1342255,2025-10-12,20.00,Cash,,Offering - Impact Church,1060240,24583,19681,,valid
1342243,2025-10-12,400.00,Cash,,Tithes - Impact Church,1060233,22097,19681,,valid
1342269,2025-10-12,80.00,Cash,,Tithes - Impact Church,1060253,31699,19681,,valid
1342299,2025-10-12,10.00,Cash,,Tithes - Impact Church,1060279,35547,19681,,valid
1342232,2025-10-12,5.00,Cash,,Offering - Impact Church,1060225,21259,19681,,valid
1342244,2025-10-12,100.00,Cash,,Offering - Impact Church,1060233,22097,19681,,valid
1342318,2025-10-12,100.00,Cash,,Tithes - Impact Church,1060295,16438,19681,,valid
1342272,2025-10-12,10.00,Cash,,Offering - Impact Church,1060255,33175,19681,,valid
1342239,2025-10-12,10.00,Cash,,Tithes - Impact Church,1060229,33953,19681,,valid
1342245,2025-10-12,90.00,Cash,,Tithes - Impact Church,1060234,23017,19681,,valid
1342283,2025-10-12,650.00,Cash,,Tithes - Impact Church,1060265,24172,19681,,valid
1342256,2025-10-12,80.00,Cash,,Tithes - Impact Church,1060240,24583,19681,,valid
1342207,2025-10-12,20.00,Cash,,Offering - Impact Church,1060202,20499,19681,,valid
1342258,2025-10-12,150.00,Cash,,Tithes - Impact Church,1060242,23092,19681,,valid
1342183,2025-10-12,40.00,Cash,,Tithes - Impact Church,1060181,27810,19681,,valid
1342281,2025-10-12,20.00,Cash,,Tithes - Impact Church,1060263,31638,19681,,valid
1342264,2025-10-12,20.00,Cash,,Tithes - Impact Church,1060248,21066,19681,,valid
1342208,2025-10-12,20.00,Cash,,Tithes - Impact Church,1060203,28827,19681,,valid
1342253,2025-10-12,100.00,Cash,,Tithes - Impact Church,1060238,26420,19681,,valid
1342238,2025-10-12,10.00,Cash,,Offering - Impact Church,1060229,33953,19681,,valid
1341839,2025-10-12,20.00,Credit Card,Visa,Offering - Impact Church,1059840,36293,19682,,valid
1342292,2025-10-12,40.00,Cash,,Tithes - Impact Church,1060273,27624,19681,,valid
1342300,2025-10-12,90.00,Cash,,Tithes - Impact Church,1060280,26831,19681,,valid
1342220,2025-10-12,20.00,Cash,,Offering - Impact Church,1060214,36326,19681,,valid
1342257,2025-10-12,5.00,Cash,,Tithes - Impact Church,1060241,36329,19681,,valid
1342310,2025-10-12,10.00,Cash,,Offering - Impact Church,1060288,20841,19681,,valid
1342301,2025-10-12,10.00,Cash,,Offering - Impact Church,1060280,26831,19681,,valid
1342224,2025-10-12,60.00,Cash,,Offering - Impact Church,1060218,36327,19681,,valid
1342316,2025-10-12,21.00,Cash,,Offering - Impact Church,1060293,29328,19681,,valid
1342309,2025-10-12,140.00,Cash,,Tithes - Impact Church,1060288,20841,19681,,valid
1342317,2025-10-12,50.00,Cash,,Tithes - Impact Church,1060294,26125,19681,,valid
1342249,2025-10-12,40.00,Cash,,Tithes - Impact Church,1060236,36328,19681,,valid
1342296,2025-10-12,30.00,Cash,,Offering - Impact Church,1060277,29863,19681,,valid
1342311,2025-10-12,10.00,Cash,,Offering - Impact Church,1060289,20888,19681,,valid
1342270,2025-10-12,300.00,Cash,,Tithes - Impact Church,1060254,35928,19681,,valid
1342304,2025-10-12,400.00,Cash,,Tithes - Impact Church,1060283,34529,19681,,valid
1342280,2025-10-12,100.00,Cash,,Tithes - Impact Church,1060262,34837,19681,,valid
1342226,2025-10-12,50.00,Cash,,Offering - Impact Church,1060220,32534,19681,,valid
1342284,2025-10-12,10.00,Cash,,Tithes - Impact Church,1060266,35822,19681,,valid
1342195,2025-10-12,3.00,Cash,,Offering - Impact Church,1060192,33056,19681,,valid
1342305,2025-10-12,100.00,Cash,,Tithes - Impact Church,1060284,30499,19681,,valid
1342259,2025-10-12,20.00,Cash,,Offering - Impact Church,1060243,36330,19681,,valid
1342233,2025-10-12,10.00,Cash,,Tithes - Impact Church,1060225,21259,19681,,valid
1342179,2025-10-12,651.00,Cash,,Offering - Impact Church,1060177,22525,19680,,valid
1342289,2025-10-12,100.00,Cash,,Offering - Impact Church,1060271,20798,19681,,valid
1342191,2025-10-12,20.00,Cash,,Offering - Impact Church,1060189,18351,19681,,valid
1342186,2025-10-12,125.00,Cash,,Tithes - Impact Church,1060184,36231,19681,,valid
1342197,2025-10-12,270.00,Cash,,Tithes - Impact Church,1060194,31980,19681,,valid
1342196,2025-10-12,50.00,Cash,,Offering - Impact Church,1060193,20798,19681,,valid
1342277,2025-10-12,40.00,Cash,,Offering - Impact Church,1060259,36332,19681,,valid
1342285,2025-10-12,10.00,Cash,,Tithes - Impact Church,1060267,35832,19681,,valid
1342306,2025-10-12,6.00,Cash,,Offering - Impact Church,1060285,23005,19681,,valid
1342262,2025-10-12,10.00,Cash,,Offering - Impact Church,1060246,20798,19681,,valid
1342293,2025-10-12,10.00,Cash,,Offering - Impact Church,1060274,35025,19681,,valid
1342252,2025-10-12,5.00,Cash,,Missions,1060237,35695,19681,,valid
1342313,2025-10-12,60.00,Cash,,Tithes - Impact Church,1060291,27832,19681,,valid
1342298,2025-10-12,20.00,Cash,,Tithes - Impact Church,1060278,34339,19681,,valid
1342261,2025-10-12,100.00,Cash,,Tithes - Impact Church,1060245,34710,19681,,valid
1342251,2025-10-12,5.00,Cash,,Benevolence,1060237,35695,19681,,valid
1342263,2025-10-12,50.00,Cash,,Offering - Impact Church,1060247,25268,19681,,valid
1342198,2025-10-12,50.00,Cash,,Offering - Impact Church,1060194,31980,19681,,valid
1342260,2025-10-12,25.00,Cash,,Offering - Impact Church,1060244,33530,19681,,valid
1342250,2025-10-12,10.00,Cash,,Offering - Impact Church,1060237,35695,19681,,valid
1342297,2025-10-12,10.00,Cash,,Offering - Impact Church,1060278,34339,19681,,valid
1342314,2025-10-12,10.00,Cash,,Offering - Impact Church,1060291,27832,19681,,valid
1342276,2025-10-12,20.00,Cash,,Offering - Impact Church,1060258,34169,19681,,valid
1342268,2025-10-12,27.00,Cash,,Offering - Impact Church,1060252,36262,19681,,valid
1342204,2025-10-12,20.00,Cash,,Tithes - Impact Church,1060199,35135,19681,,valid
1342282,2025-10-12,85.00,Cash,,Tithes - Impact Church,1060264,30419,19681,,valid
1342308,2025-10-12,2.00,Cash,,Offering - Impact Church,1060287,35875,19681,,valid
1342235,2025-10-12,20.00,Cash,,Tithes - Impact Church,1060227,33418,19681,,valid
1342188,2025-10-12,20.00,Cash,,Tithes - Impact Church,1060186,19393,19681,,valid
1342246,2025-10-12,25.00,Cash,,Offering - Impact Church,1060234,23017,19681,,valid
1342295,2025-10-12,400.00,Cash,,Tithes - Impact Church,1060276,34921,19681,,valid
1342185,2025-10-12,70.00,Cash,,Tithes - Impact Church,1060183,34227,19681,,valid
1342279,2025-10-12,60.00,Cash,,Tithes - Impact Church,1060261,32058,19681,,valid
1342287,2025-10-12,10.00,Cash,,Tithes - Impact Church,1060269,20770,19681,,valid
1342225,2025-10-12,3.00,Cash,,Offering - Impact Church,1060219,33766,19681,,valid
1342302,2025-10-12,2.00,Cash,,Offering - Impact Church,1060281,36333,19681,,valid
1342274,2025-10-12,5.00,Cash,,Tithes - Impact Church,1060257,27932,19681,,valid
1342312,2025-10-12,140.00,Cash,,Tithes - Impact Church,1060290,34517,19681,,valid
1342242,2025-10-12,45.00,Cash,,Tithes - Impact Church,1060232,35729,19681,,valid
1342267,2025-10-12,20.00,Cash,,Offering - Impact Church,1060251,25174,19681,,valid
1342231,2025-10-12,60.00,Cash,,Tithes - Impact Church,1060224,18797,19681,,valid
1342273,2025-10-12,5.00,Cash,,Tithes - Impact Church,1060256,31141,19681,,valid
1342278,2025-10-12,130.00,Cash,,Tithes - Impact Church,1060260,30042,19681,,valid
1342234,2025-10-12,100.00,Cash,,Tithes - Impact Church,1060226,30370,19681,,valid
1342240,2025-10-12,5.00,Cash,,Offering - Impact Church,1060230,29873,19681,,valid
1342205,2025-10-12,10.00,Cash,,Offering - Impact Church,1060200,32547,19681,,valid
1342315,2025-10-12,21.00,Cash,,Offering - Impact Church,1060292,31622,19681,,valid
1342286,2025-10-12,20.00,Cash,,Offering - Impact Church,1060268,30938,19681,,valid
1342177,2025-10-12,40.00,Check,5312,Tithes - Impact Church,1060176,21659,19678,,valid
1342173,2025-10-12,120.00,Check,1255,Tithes - Impact Church,1060174,24398,19678,,valid
1342190,2025-10-12,50.00,Check,143,Tithes - Impact Church,1060188,31679,19678,,valid
1342203,2025-10-12,70.00,Check,2412,Tithes - Impact Church,1060198,26705,19678,,valid
1342178,2025-10-12,25.00,Check,5312,Missions,1060176,21659,19678,,valid
1342189,2025-10-12,100.00,Check,5394,Tithes - Impact Church,1060187,32063,19678,,valid
1342213,2025-10-12,20.00,Check,403,Offering - Impact Church,1060207,23337,19678,,valid
1342202,2025-10-12,170.00,Check,2326,Tithes - Impact Church,1060197,17535,19678,,valid
1342209,2025-10-12,27.00,Check,731,Offering - Impact Church,1060204,25845,19678,,valid
1342237,2025-10-12,40.00,Check,cks 2,Offering - Impact Church,1060228,29830,19678,,valid
1342174,2025-10-12,20.00,Check,1255,Offering - Impact Church,1060174,24398,19678,,valid
1342236,2025-10-12,31.05,Check,cks 2,Tithes - Impact Church,1060228,29830,19678,,valid
1342211,2025-10-12,20.00,Check,4596,Offering - Impact Church,1060205,33171,19678,,valid
1342223,2025-10-12,321.00,Check,8474,Tithes - Impact Church,1060217,23017,19678,,valid
1342199,2025-10-12,600.00,Check,mos 4,Tithes - Impact Church,1060195,26929,19678,,valid
1342184,2025-10-12,30.00,Check,2873,Offering - Impact Church,1060182,29366,19678,,valid
1342210,2025-10-12,30.00,Check,4596,Tithes - Impact Church,1060205,33171,19678,,valid
1342180,2025-10-12,530.00,Check,1131,Tithes - Impact Church,1060178,17188,19678,,valid
1342229,2025-10-12,50.00,Check,429,Tithes - Impact Church,1060222,22708,19678,,valid
1342219,2025-10-12,50.00,Check,119,Tithes - Impact Church,1060213,20161,19678,,valid
1342175,2025-10-12,10.00,Check,1255,Missions,1060174,24398,19678,,valid
1342187,2025-10-12,50.00,Check,680,Offering - Impact Church,1060185,20163,19678,,valid
1342181,2025-10-12,250.00,Check,0101,Tithes - Impact Church,1060179,25569,19678,,valid
1342216,2025-10-12,180.00,Check,1118,Tithes - Impact Church,1060210,27903,19678,,valid
1342194,2025-10-12,200.00,Check,8140,Offering - Impact Church,1060191,31309,19678,,valid
1342230,2025-10-12,300.00,Check,6277,Tithes - Impact Church,1060223,31394,19678,,valid
1342222,2025-10-12,150.00,Check,4118,Offering - Impact Church,1060216,27770,19678,,valid
1342200,2025-10-12,75.00,Check,mos 4,Offering - Impact Church,1060195,26929,19678,,valid
1342193,2025-10-12,45.00,Check,567,Offering - Impact Church,1060190,21326,19678,,valid
1342214,2025-10-12,130.00,Check,1755,Offering - Impact Church,1060208,21556,19678,,valid
1342215,2025-10-12,260.00,Check,666,Tithes - Impact Church,1060209,21774,19678,,valid
1342218,2025-10-12,74.60,Check,3525,Tithes - Impact Church,1060212,21276,19678,,valid
1342192,2025-10-12,178.00,Check,567,Tithes - Impact Church,1060190,21326,19678,,valid
1342212,2025-10-12,300.00,Check,7477,Tithes - Impact Church,1060206,26016,19678,,valid
1342206,2025-10-12,50.00,Check,564,Offering - Impact Church,1060201,30526,19678,,valid
1342221,2025-10-12,200.00,Check,710,Tithes - Impact Church,1060215,34924,19678,,valid
1342227,2025-10-12,157.00,Check,5896,Tithes - Impact Church,1060221,24537,19678,,valid
1342182,2025-10-12,875.00,Check,5878,Tithes - Impact Church,1060180,23888,19678,,valid
1342228,2025-10-12,43.00,Check,5896,Offering - Impact Church,1060221,24537,19678,,valid
1341834,2025-10-12,60.00,Credit Card,Visa,Tithes - Impact Church,1059835,36229,19682,,valid
1341810,2025-10-12,200.00,Credit Card,Visa,Tithes - Impact Church,1059810,33993,19682,,valid
1341891,2025-10-12,1.49,Credit Card,Visa,Credit Card Processing Fees,1059892,29957,19682,,valid
1341890,2025-10-12,75.00,Credit Card,Visa,Tithes - Impact Church,1059891,29957,19682,,valid
1342025,2025-10-12,100.00,Credit Card,Visa,Offering - Impact Church,1060026,24394,19682,,valid
1341933,2025-10-12,39.00,Credit Card,Visa,Tithes - Impact Church,1059934,32765,19682,,valid
1342020,2025-10-12,100.00,Credit Card,Visa,Tithes - Impact Church,1060021,16837,19682,,valid
1341847,2025-10-12,50.00,Credit Card,Mastercard,Tithes - Impact Church,1059848,36010,19682,,valid
1341928,2025-10-12,0.40,Credit Card,Visa,Credit Card Processing Fees,1059929,22742,19682,,valid
1341927,2025-10-12,20.00,Credit Card,Visa,Offering - Impact Church,1059928,22742,19682,,valid
1341981,2025-10-12,50.00,Credit Card,Visa,Tithes - Impact Church,1059982,21889,19682,,valid
1342035,2025-10-12,150.00,Credit Card,Visa,Tithes - Impact Church,1060036,22476,19682,,valid
1341975,2025-10-12,480.00,Credit Card,Visa,Tithes - Impact Church,1059976,31487,19682,,valid
1341976,2025-10-12,20.00,Credit Card,Visa,Offering - Impact Church,1059977,31487,19682,,valid
1341971,2025-10-12,500.00,Credit Card,Visa,Tithes - Impact Church,1059972,31811,19682,,valid
1341972,2025-10-12,9.95,Credit Card,Visa,Credit Card Processing Fees,1059973,31811,19682,,valid
1341991,2025-10-12,739.00,Credit Card,Amex,Tithes - Impact Church,1059992,32202,19682,,valid
1341986,2025-10-12,20.00,Credit Card,Visa,Offering - Impact Church,1059987,23222,19682,,valid
1341812,2025-10-12,70.00,Credit Card,Mastercard,Tithes - Impact Church,1059813,36315,19682,,valid
1341985,2025-10-12,135.00,Credit Card,Visa,Tithes - Impact Church,1059986,23222,19682,,valid
1341844,2025-10-12,86.00,Credit Card,Visa,Tithes - Impact Church,1059845,36240,19682,,valid
1341816,2025-10-12,1.00,Credit Card,Mastercard,Credit Card Processing Fees,1059816,36316,19682,,valid
1341814,2025-10-12,50.00,Credit Card,Mastercard,Tithes - Impact Church,1059814,36316,19682,,valid
1342040,2025-10-12,200.00,Credit Card,Visa,Tithes - Impact Church,1060041,18513,19682,,valid
1342041,2025-10-12,3.98,Credit Card,Visa,Credit Card Processing Fees,1060042,18513,19682,,valid
1341935,2025-10-12,1.19,Credit Card,Visa,Credit Card Processing Fees,1059936,27833,19682,,valid
1341934,2025-10-12,60.00,Credit Card,Visa,Tithes - Impact Church,1059935,27833,19682,,valid
1341872,2025-10-12,25.00,Credit Card,Visa,Offering - Impact Church,1059873,34917,19682,,valid
1341873,2025-10-12,225.00,Credit Card,Visa,Tithes - Impact Church,1059874,34917,19682,,valid
1341863,2025-10-12,10.00,Credit Card,Visa,Offering - Impact Church,1059864,35916,19682,,valid
1341864,2025-10-12,0.20,Credit Card,Visa,Credit Card Processing Fees,1059865,35916,19682,,valid
1341818,2025-10-12,5.00,Credit Card,Visa,Offering - Impact Church,1059818,36279,19684,,valid
1341838,2025-10-12,250.00,Credit Card,Visa,Offering - Impact Church,1059839,17946,19684,,valid
1341993,2025-10-12,0.80,Credit Card,Visa,Credit Card Processing Fees,1059994,32269,19682,,valid
1341992,2025-10-12,40.00,Credit Card,Visa,Tithes - Impact Church,1059993,32269,19682,,valid
1342083,2025-10-12,57.00,Credit Card,Visa,Tithes - Impact Church,1060084,25086,19682,,valid
1341924,2025-10-12,20.00,Credit Card,Visa,Offering - Impact Church,1059925,23285,19682,,valid
1341925,2025-10-12,0.40,Credit Card,Visa,Credit Card Processing Fees,1059926,23285,19682,,valid
1341829,2025-10-12,20.00,Credit Card,Visa,Offering - Impact Church,1059830,35030,19682,,valid
1341827,2025-10-12,200.00,Credit Card,Visa,Tithes - Impact Church,1059828,35030,19682,,valid
1342032,2025-10-12,20.00,Credit Card,Visa,Offering - Impact Church,1060033,21919,19682,,valid
1341815,2025-10-12,20.00,Credit Card,Visa,Offering - Impact Church,1059817,36318,19684,,valid
1342015,2025-10-12,35.00,Credit Card,Amex,Offering - Impact Church,1060016,24091,19682,,valid
1342014,2025-10-12,470.00,Credit Card,Amex,Tithes - Impact Church,1060015,24091,19682,,valid
1342016,2025-10-12,10.05,Credit Card,Amex,Credit Card Processing Fees,1060017,24091,19682,,valid
1341951,2025-10-12,30.00,Credit Card,Visa,Offering - Impact Church,1059952,26530,19682,,valid
1341952,2025-10-12,0.60,Credit Card,Visa,Credit Card Processing Fees,1059953,26530,19682,,valid
1341857,2025-10-12,1.99,Credit Card,Visa,Credit Card Processing Fees,1059858,36021,19682,,valid
1342003,2025-10-12,2.99,Credit Card,Mastercard,Credit Card Processing Fees,1060004,18220,19682,,valid
1341856,2025-10-12,100.00,Credit Card,Visa,Offering - Impact Church,1059857,36021,19682,,valid
1342002,2025-10-12,10.00,Credit Card,Mastercard,Offering - Impact Church,1060003,18220,19682,,valid
1341819,2025-10-12,0.50,Credit Card,Visa,Credit Card Processing Fees,1059820,36319,19682,,valid
1342001,2025-10-12,140.00,Credit Card,Mastercard,Tithes - Impact Church,1060002,18220,19682,,valid
1341817,2025-10-12,25.00,Credit Card,Visa,Tithes - Impact Church,1059819,36319,19682,,valid
1341977,2025-10-12,55.00,Credit Card,Visa,Tithes - Impact Church,1059978,29522,19682,,valid
1341880,2025-10-12,300.00,Credit Card,Visa,Tithes - Impact Church,1059881,33949,19682,,valid
1341851,2025-10-12,3.00,Credit Card,Visa,Offering - Impact Church,1059852,36125,19682,,valid
1341988,2025-10-12,470.00,Credit Card,Visa,Tithes - Impact Church,1059989,23379,19682,,valid
1341989,2025-10-12,9.35,Credit Card,Visa,Credit Card Processing Fees,1059990,23379,19682,,valid
1341941,2025-10-12,100.00,Credit Card,Visa,Tithes - Impact Church,1059942,33102,19682,,valid
1342064,2025-10-12,100.00,Credit Card,Visa,Tithes - Impact Church,1060065,28916,19682,,valid
1342065,2025-10-12,1.99,Credit Card,Visa,Credit Card Processing Fees,1060066,28916,19682,,valid
1342071,2025-10-12,5.97,Credit Card,Visa,Credit Card Processing Fees,1060072,30684,19682,,valid
1341942,2025-10-12,1.99,Credit Card,Visa,Credit Card Processing Fees,1059943,33102,19682,,valid
1341936,2025-10-12,20.00,Credit Card,Visa,Offering - Impact Church,1059937,18358,19682,,valid
1341926,2025-10-12,33.00,Credit Card,Mastercard,Offering - Impact Church,1059927,33429,19682,,valid
1341913,2025-10-12,100.00,Credit Card,Visa,Tithes - Impact Church,1059914,27694,19682,,valid
1341922,2025-10-12,160.00,Credit Card,Visa,Tithes - Impact Church,1059923,33623,19682,,valid
1342070,2025-10-12,300.00,Credit Card,Visa,Tithes - Impact Church,1060071,30684,19682,,valid
1341821,2025-10-12,40.00,Credit Card,Visa,Tithes - Impact Church,1059822,36226,19682,,valid
1341911,2025-10-12,20.00,Credit Card,Visa,Offering - Impact Church,1059912,24401,19682,,valid
1341912,2025-10-12,0.40,Credit Card,Visa,Credit Card Processing Fees,1059913,24401,19682,,valid
1342007,2025-10-12,347.00,Credit Card,Amex,Tithes - Impact Church,1060008,17992,19682,,valid
1341939,2025-10-12,25.00,Credit Card,Visa,Offering - Impact Church,1059940,26395,19682,,valid
1341979,2025-10-12,0.20,Credit Card,Visa,Credit Card Processing Fees,1059980,23304,19682,,valid
1341978,2025-10-12,10.00,Credit Card,Visa,Offering - Impact Church,1059979,23304,19682,,valid
1342039,2025-10-12,100.00,Credit Card,Amex,Tithes - Impact Church,1060040,23461,19682,,valid
1341885,2025-10-12,10.00,Credit Card,Visa,Offering - Impact Church,1059886,34441,19682,,valid
1341953,2025-10-12,10.00,Credit Card,Visa,Offering - Impact Church,1059954,23196,19682,,valid
1341826,2025-10-12,20.00,Credit Card,Amex,Offering - Impact Church,1059827,35998,19684,,valid
1341858,2025-10-12,5.00,Credit Card,Visa,Offering - Impact Church,1059859,21342,19682,,valid
1341970,2025-10-12,50.00,Credit Card,Visa,Tithes - Impact Church,1059971,26752,19682,,valid
1341859,2025-10-12,15.00,Credit Card,Visa,Tithes - Impact Church,1059860,21342,19682,,valid
1341946,2025-10-12,20.00,Credit Card,Mastercard,Offering - Impact Church,1059947,22760,19682,,valid
1341945,2025-10-12,20.00,Credit Card,Mastercard,Tithes - Impact Church,1059946,22760,19682,,valid
1341846,2025-10-12,35.00,Credit Card,Visa,Tithes - Impact Church,1059847,24510,19682,,valid
1342059,2025-10-12,25.00,Credit Card,Visa,Legacy Next Gen,1060060,27318,19682,,valid
1342055,2025-10-12,25.00,Credit Card,Visa,Benevolence,1060056,27318,19682,,valid
1342054,2025-10-12,10.00,Credit Card,Visa,iHope,1060055,27318,19682,,valid
1342062,2025-10-12,25.00,Credit Card,Visa,Offering - Impact Church,1060063,27318,19682,,valid
1342060,2025-10-12,25.00,Credit Card,Visa,Legacy Local Outreach,1060061,27318,19682,,valid
1342057,2025-10-12,20.00,Credit Card,Visa,IC South Campus Launch,1060058,27318,19682,,valid
1342056,2025-10-12,15.00,Credit Card,Visa,Missions,1060057,27318,19682,,valid
1342058,2025-10-12,15.00,Credit Card,Visa,Impact Christian Academy,1060059,27318,19682,,valid
1342061,2025-10-12,50.00,Credit Card,Visa,Compassion Areas,1060062,27318,19682,,valid
1342063,2025-10-12,35.22,Credit Card,Visa,Offering - Impact Church,1060064,23797,19682,,valid
1342022,2025-10-12,216.00,Credit Card,Visa,Tithes - Impact Church,1060023,32235,19682,,valid
1341898,2025-10-12,1.99,Credit Card,Visa,Credit Card Processing Fees,1059899,27654,19682,,valid
1341897,2025-10-12,100.00,Credit Card,Visa,Annual Legacy  Gift,1059898,27654,19682,,valid
1342086,2025-10-12,180.00,Credit Card,Visa,Tithes - Impact Church,1060087,29265,19682,,valid
1341958,2025-10-12,50.00,Credit Card,Visa,Tithes - Impact Church,1059959,23150,19682,,valid
1342087,2025-10-12,180.00,Credit Card,Visa,Offering - Impact Church,1060088,29265,19682,,valid
