dp_RecordID,Donation Date,Amount,Payment Type,Item Number,Statement Title,Donation ID,Donor ID,Batch ID,Unnamed: 15,data_flag
1361247,2026-01-26,46.00,ACH/EFT,ACH,Tithes - Impact Church,1078815,21651,19940,,valid
1361270,2026-01-26,138.00,ACH/EFT,ACH,Tithes - Impact Church,1078838,24211,19940,,valid
1361249,2026-01-26,55.00,ACH/EFT,ACH,Tithes - Impact Church,1078817,29664,19940,,valid
1361216,2026-01-26,68.00,ACH/EFT,ACH,Offering - Impact Church,1078784,23125,19940,,valid
1361210,2026-01-26,0.40,ACH/EFT,ACH,Credit Card Processing Fees,1078778,31953,19940,,valid
1361237,2026-01-26,25.00,ACH/EFT,ACH,Tithes - Impact Church,1078805,29439,19940,,valid
1361215,2026-01-26,232.00,ACH/EFT,ACH,Tithes - Impact Church,1078783,23125,19940,,valid
1361232,2026-01-26,180.00,ACH/EFT,ACH,Tithes - Impact Church,1078800,31931,19940,,valid
1361262,2026-01-26,20.00,ACH/EFT,ACH,Tithes - Impact Church,1078830,17790,19940,,valid
1361170,2026-01-26,200.00,ACH/EFT,ACH,Tithes - Impact Church,1078738,30700,19940,,valid
1361258,2026-01-26,100.00,ACH/EFT,ACH,Tithes - Impact Church,1078826,33065,19940,,valid
1361189,2026-01-26,50.00,ACH/EFT,ACH,Tithes - Impact Church,1078757,19888,19940,,valid
1361188,2026-01-26,500.00,ACH/EFT,ACH,Tithes - Impact Church,1078756,23829,19940,,valid
1361209,2026-01-26,40.00,ACH/EFT,ACH,Offering - Impact Church,1078777,31953,19940,,valid
1361236,2026-01-26,300.00,ACH/EFT,ACH,Offering - Impact Church,1078804,21001,19940,,valid
1361187,2026-01-26,41.00,ACH/EFT,ACH,Tithes - Impact Church,1078755,35200,19940,,valid
1361205,2026-01-26,300.00,ACH/EFT,ACH,Tithes - Impact Church,1078773,26846,19940,,valid
1361213,2026-01-26,18.04,Credit Card,Visa,Tithes - Impact Church,1078781,29830,,,valid
1361214,2026-01-26,20.00,Credit Card,Visa,Offering - Impact Church,1078782,29830,,,valid
1361199,2026-01-26,50.00,Credit Card,Visa,Tithes - Impact Church,1078767,33867,,,valid
1361203,2026-01-26,334.00,Credit Card,Visa,Tithes - Impact Church,1078771,24029,,,valid
1361177,2026-01-26,119.00,Credit Card,Visa,Tithes - Impact Church,1078745,20287,,,valid
1361172,2026-01-26,20.00,Credit Card,Visa,Tithes - Impact Church,1078740,36419,,,valid
1361193,2026-01-26,148.28,Credit Card,Visa,Tithes - Impact Church,1078761,33627,,,valid
1361225,2026-01-26,20.00,Credit Card,Visa,Offering - Impact Church,1078793,32760,,,valid
1361226,2026-01-26,0.40,Credit Card,Visa,Credit Card Processing Fees,1078794,32760,,,valid
1361231,2026-01-26,427.00,Credit Card,Visa,Tithes - Impact Church,1078799,22809,,,valid
1361182,2026-01-26,20.00,Credit Card,Visa,Annual Legacy  Gift,1078750,32085,,,valid
1361183,2026-01-26,1.99,Credit Card,Visa,Credit Card Processing Fees,1078751,32085,,,valid
1361181,2026-01-26,80.00,Credit Card,Visa,Tithes - Impact Church,1078749,32085,,,valid
1361200,2026-01-26,150.00,Credit Card,Visa,Tithes - Impact Church,1078768,33959,,,valid
1361201,2026-01-26,2.99,Credit Card,Visa,Credit Card Processing Fees,1078769,33959,,,valid
1361248,2026-01-26,35.00,Credit Card,Visa,Tithes - Impact Church,1078816,29080,,,valid
1361206,2026-01-26,5.00,Credit Card,Visa,Tithes - Impact Church,1078774,30255,,,valid
1361207,2026-01-26,100.00,Credit Card,Visa,Offering - Impact Church,1078775,30255,,,valid
1361208,2026-01-26,2.09,Credit Card,Visa,Credit Card Processing Fees,1078776,30255,,,valid
1361220,2026-01-26,449.00,Credit Card,Visa,Tithes - Impact Church,1078788,25531,,,valid
1361197,2026-01-26,12.00,Credit Card,Mastercard,Tithes - Impact Church,1078765,34233,,,valid
1361198,2026-01-26,0.24,Credit Card,Mastercard,Credit Card Processing Fees,1078766,34233,,,valid
1361195,2026-01-26,25.00,Credit Card,Visa,Offering - Impact Church,1078763,34311,,,valid
1361196,2026-01-26,0.50,Credit Card,Visa,Credit Card Processing Fees,1078764,34311,,,valid
1361246,2026-01-26,61.00,Credit Card,Visa,Tithes - Impact Church,1078814,29284,,,valid
1361194,2026-01-26,350.00,Credit Card,Visa,Tithes - Impact Church,1078762,35370,,,valid
1361162,2026-01-26,160.00,Credit Card,Visa,Tithes - Impact Church,1078730,36945,,,valid
1361169,2026-01-26,21.00,Credit Card,Visa,Offering - Impact Church,1078737,36947,,,valid
1361217,2026-01-26,35.00,Credit Card,Mastercard,Tithes - Impact Church,1078785,19025,,,valid
1361218,2026-01-26,5.00,Credit Card,Mastercard,Offering - Impact Church,1078786,19025,,,valid
1361228,2026-01-26,50.00,Credit Card,Visa,Tithes - Impact Church,1078796,32770,,,valid
1361227,2026-01-26,400.00,Credit Card,Visa,Tithes - Impact Church,1078795,20271,,,valid
1361176,2026-01-26,3.18,Credit Card,Visa,Credit Card Processing Fees,1078744,30517,,,valid
1361174,2026-01-26,160.00,Credit Card,Visa,Tithes - Impact Church,1078742,30517,,,valid
1361266,2026-01-26,0.42,Credit Card,Mastercard,Credit Card Processing Fees,1078834,22581,,,valid
1361265,2026-01-26,21.00,Credit Card,Mastercard,Tithes - Impact Church,1078833,22581,,,valid
1361219,2026-01-26,330.00,Credit Card,Amex,Tithes - Impact Church,1078787,23445,,,valid
1361178,2026-01-26,10.00,Credit Card,Visa,Tithes - Impact Church,1078746,35916,,,valid
1361179,2026-01-26,0.20,Credit Card,Visa,Credit Card Processing Fees,1078747,35916,,,valid
1361164,2026-01-26,25.00,Credit Card,Visa,Tithes - Impact Church,1078732,35946,,,valid
1361224,2026-01-26,3.39,Credit Card,Visa,Credit Card Processing Fees,1078792,19755,,,valid
1361222,2026-01-26,150.00,Credit Card,Visa,Tithes - Impact Church,1078790,19755,,,valid
1361223,2026-01-26,20.00,Credit Card,Visa,Compassion Areas,1078791,19755,,,valid
1361261,2026-01-26,850.00,Credit Card,Visa,Tithes - Impact Church,1078829,31466,,,valid
1361184,2026-01-26,100.00,Credit Card,Visa,Tithes - Impact Church,1078752,35390,,,valid
1361251,2026-01-26,5.00,Credit Card,Visa,Missions,1078819,16553,,,valid
1361254,2026-01-26,20.00,Credit Card,Visa,Tithes - Impact Church,1078822,24774,,,valid
1361263,2026-01-26,20.00,Credit Card,Visa,Tithes - Impact Church,1078831,31240,,,valid
1361173,2026-01-26,50.00,Credit Card,Visa,Offering - Impact Church,1078741,34470,,,valid
1361233,2026-01-26,25.00,Credit Card,Visa,Tithes - Impact Church,1078801,28897,,,valid
1361221,2026-01-26,100.00,Credit Card,Visa,Tithes - Impact Church,1078789,31325,,,valid
1361163,2026-01-26,20.00,Credit Card,Visa,Offering - Impact Church,1078731,36885,,,valid
1361234,2026-01-26,75.00,Credit Card,Visa,Tithes - Impact Church,1078802,28897,,,valid
1361167,2026-01-26,10.00,Credit Card,Visa,Offering - Impact Church,1078735,36817,,,valid
1361238,2026-01-26,100.00,Credit Card,Visa,Tithes - Impact Church,1078806,24325,,,valid
1361240,2026-01-26,30.00,Credit Card,Visa,Offering - Impact Church,1078808,32554,,,valid
1361264,2026-01-26,100.00,Credit Card,Visa,Tithes - Impact Church,1078832,24444,,,valid
1361267,2026-01-26,25.00,Credit Card,Visa,Tithes - Impact Church,1078835,21465,,,valid
1361168,2026-01-26,10.00,Credit Card,Visa,Offering - Impact Church,1078736,36819,,,valid
1361250,2026-01-26,50.00,Credit Card,Visa,Tithes - Impact Church,1078818,20162,,,valid
1361269,2026-01-26,100.00,Credit Card,Visa,Tithes - Impact Church,1078837,31635,,,valid
1361239,2026-01-26,250.00,Credit Card,Visa,Tithes - Impact Church,1078807,32554,,,valid
1361185,2026-01-26,30.00,Credit Card,Visa,Tithes - Impact Church,1078753,35213,,,valid
1361202,2026-01-26,30.00,Credit Card,Visa,Offering - Impact Church,1078770,33263,,,valid
1361235,2026-01-26,100.00,Credit Card,Visa,Tithes - Impact Church,1078803,16514,,,valid
1361253,2026-01-26,50.00,Credit Card,Visa,Tithes - Impact Church,1078821,16553,,,valid
1361252,2026-01-26,20.00,Credit Card,Visa,Offering - Impact Church,1078820,16553,,,valid
1361230,2026-01-26,2.29,Credit Card,Visa,Credit Card Processing Fees,1078798,21605,,,valid
1361229,2026-01-26,115.00,Credit Card,Visa,Tithes - Impact Church,1078797,21605,,,valid
1361165,2026-01-26,20.00,Credit Card,Visa,Tithes - Impact Church,1078733,21551,,,valid
1361257,2026-01-26,2.99,Credit Card,Visa,Credit Card Processing Fees,1078825,16747,,,valid
1361256,2026-01-26,50.00,Credit Card,Visa,Annual Legacy  Gift,1078824,16747,,,valid
1361255,2026-01-26,100.00,Credit Card,Visa,Tithes - Impact Church,1078823,16747,,,valid
1361212,2026-01-25,0.80,Credit Card,Visa,Credit Card Processing Fees,1078780,24033,,,valid
1361211,2026-01-25,40.00,Credit Card,Visa,Tithes - Impact Church,1078779,24033,,,valid
1361268,2026-01-25,255.00,Credit Card,Visa,Tithes - Impact Church,1078836,20658,,,valid
1361180,2026-01-25,200.00,Credit Card,Visa,Tithes - Impact Church,1078748,35848,,,valid
1361171,2026-01-25,7.00,Credit Card,Visa,Offering - Impact Church,1078739,23690,,,valid
1361175,2026-01-25,30.00,Credit Card,Visa,Offering - Impact Church,1078743,27693,,,valid
1361242,2026-01-25,25.00,ACH/EFT,ACH,Legacy Local Outreach,1078810,17322,19940,,valid
1361204,2026-01-25,2000.00,ACH/EFT,ACH,Tithes - Impact Church,1078772,33396,19940,,valid
1361260,2026-01-25,150.00,ACH/EFT,ACH,Tithes - Impact Church,1078828,32935,19940,,valid
1361259,2026-01-25,120.00,ACH/EFT,ACH,Tithes - Impact Church,1078827,25188,19940,,valid
1361243,2026-01-25,50.00,ACH/EFT,ACH,Legacy Impact Projects,1078811,17322,19940,,valid
1361241,2026-01-25,25.00,ACH/EFT,ACH,Legacy Next Gen,1078809,17322,19940,,valid
1361192,2026-01-25,15.00,Credit Card,Visa,Tithes - Impact Church,1078760,36431,,,valid
1361191,2026-01-25,1.00,Credit Card,Visa,Credit Card Processing Fees,1078759,34992,,,valid
1361190,2026-01-25,50.00,Credit Card,Visa,Tithes - Impact Church,1078758,34992,,,valid
1361186,2026-01-25,30.00,Credit Card,Visa,Tithes - Impact Church,1078754,35084,,,valid
1361166,2026-01-25,10.00,Credit Card,Visa,Tithes - Impact Church,1078734,33343,,,valid
1361245,2026-01-25,60.00,Credit Card,Visa,Offering - Impact Church,1078813,26961,,,valid
1361244,2026-01-25,476.00,Credit Card,Visa,Tithes - Impact Church,1078812,26961,,,valid
1361081,2026-01-25,262.07,Credit Card,Visa,Tithes - Impact Church,1078649,33821,19941,,valid
1361021,2026-01-25,65.00,Credit Card,Mastercard,Tithes - Impact Church,1078589,30601,19941,,valid
1361122,2026-01-25,2.49,Credit Card,Visa,Credit Card Processing Fees,1078690,32523,19941,,valid
1361121,2026-01-25,125.00,Credit Card,Visa,Tithes - Impact Church,1078689,32523,19941,,valid
1360922,2026-01-25,25.00,Credit Card,Visa,Offering - Impact Church,1078490,36737,19941,,valid
1360923,2026-01-25,0.50,Credit Card,Visa,Credit Card Processing Fees,1078491,36737,19941,,valid
1360965,2026-01-25,0.50,Credit Card,Visa,Credit Card Processing Fees,1078533,35873,19941,,valid
1360964,2026-01-25,25.00,Credit Card,Visa,Offering - Impact Church,1078532,35873,19941,,valid
1360990,2026-01-25,10.00,Credit Card,Visa,Offering - Impact Church,1078558,35127,19941,,valid
1360989,2026-01-25,10.00,Credit Card,Visa,Tithes - Impact Church,1078557,35127,19941,,valid
1361089,2026-01-25,30.00,Credit Card,Visa,Offering - Impact Church,1078657,27624,19941,,valid
1361020,2026-01-25,35.00,Credit Card,Visa,Tithes - Impact Church,1078588,29593,19941,,valid
1360896,2026-01-25,67.00,Credit Card,Visa,Offering - Impact Church,1078465,36318,19942,,valid
1360935,2026-01-25,25.00,Credit Card,Mastercard,Offering - Impact Church,1078503,35422,19941,,valid
1361074,2026-01-25,50.00,Credit Card,Visa,Offering - Impact Church,1078642,23304,19941,,valid
1361075,2026-01-25,1.00,Credit Card,Visa,Credit Card Processing Fees,1078643,23304,19941,,valid
1361090,2026-01-25,12.00,Credit Card,Visa,Tithes - Impact Church,1078658,19926,19941,,valid
1361064,2026-01-25,200.00,Credit Card,Visa,Tithes - Impact Church,1078632,24165,19941,,valid
1360863,2026-01-25,100.00,Credit Card,Visa,Tithes - Impact Church,1078431,36932,19941,,valid
1360864,2026-01-25,1.99,Credit Card,Visa,Credit Card Processing Fees,1078432,36932,19941,,valid
1361026,2026-01-25,200.00,Credit Card,Visa,Tithes - Impact Church,1078594,33336,19941,,valid
1361027,2026-01-25,3.98,Credit Card,Visa,Credit Card Processing Fees,1078595,33336,19941,,valid
1360889,2026-01-25,10.00,Credit Card,Visa,Offering - Impact Church,1078457,35994,19942,,valid
1361099,2026-01-25,130.00,Credit Card,Visa,Tithes - Impact Church,1078667,19180,19941,,valid
1360865,2026-01-25,60.00,Credit Card,Visa,Tithes - Impact Church,1078433,36858,19941,,valid
1360969,2026-01-25,60.00,Credit Card,Visa,Tithes - Impact Church,1078537,35835,19941,,valid
1360867,2026-01-25,20.00,Credit Card,Visa,Offering - Impact Church,1078435,35245,19941,,valid
1360871,2026-01-25,1.85,Credit Card,Visa,Credit Card Processing Fees,1078439,28715,19941,,valid
1360869,2026-01-25,93.00,Credit Card,Visa,Tithes - Impact Church,1078437,28715,19941,,valid
1360924,2026-01-25,50.00,Credit Card,Visa,Offering - Impact Church,1078492,36490,19941,,valid
1361005,2026-01-25,100.00,Credit Card,Visa,Tithes - Impact Church,1078573,34008,19941,,valid
1361119,2026-01-25,200.00,Credit Card,Visa,Tithes - Impact Church,1078687,23260,19941,,valid
1360919,2026-01-25,20.00,Credit Card,Visa,Tithes - Impact Church,1078487,36453,19941,,valid
1360866,2026-01-25,50.00,Credit Card,Visa,Offering - Impact Church,1078434,36934,19942,,valid
1360868,2026-01-25,50.00,Credit Card,Mastercard,Offering - Impact Church,1078436,36935,19942,,valid
1361129,2026-01-25,30.00,Credit Card,Visa,Offering - Impact Church,1078697,19030,19941,,valid
1361144,2026-01-25,1.00,Credit Card,Visa,Credit Card Processing Fees,1078712,30404,19941,,valid
1361143,2026-01-25,50.00,Credit Card,Visa,Tithes - Impact Church,1078711,30404,19941,,valid
1360873,2026-01-25,20.00,Credit Card,Visa,Offering - Impact Church,1078441,36937,19941,,valid
1361044,2026-01-25,1.99,Credit Card,Visa,Credit Card Processing Fees,1078612,33082,19941,,valid
1361043,2026-01-25,100.00,Credit Card,Visa,Tithes - Impact Church,1078611,33082,19941,,valid
1360916,2026-01-25,0.10,Credit Card,Visa,Credit Card Processing Fees,1078484,36840,19941,,valid
1360915,2026-01-25,5.00,Credit Card,Visa,Tithes - Impact Church,1078483,36840,19941,,valid
1361113,2026-01-25,1.99,Credit Card,Visa,Credit Card Processing Fees,1078681,28378,19941,,valid
1361112,2026-01-25,100.00,Credit Card,Visa,Tithes - Impact Church,1078680,28378,19941,,valid
1361068,2026-01-25,10.00,Credit Card,Visa,Offering - Impact Church,1078636,22150,19941,,valid
1360897,2026-01-25,5.00,Credit Card,Visa,Offering - Impact Church,1078466,36245,19942,,valid
1361084,2026-01-25,20.00,Credit Card,Visa,Offering - Impact Church,1078652,22809,19941,,valid
1361013,2026-01-25,4.14,Credit Card,Visa,Credit Card Processing Fees,1078581,33312,19941,,valid
1361069,2026-01-25,0.20,Credit Card,Visa,Credit Card Processing Fees,1078637,22150,19941,,valid
1360947,2026-01-25,50.00,Credit Card,Visa,Tithes - Impact Church,1078515,36173,19941,,valid
1360921,2026-01-25,0.40,Credit Card,Visa,Credit Card Processing Fees,1078489,30518,19941,,valid
1361012,2026-01-25,208.00,Credit Card,Visa,Tithes - Impact Church,1078580,33312,19941,,valid
1360920,2026-01-25,20.00,Credit Card,Visa,Tithes - Impact Church,1078488,30518,19941,,valid
1360972,2026-01-25,100.00,Credit Card,Mastercard,Tithes - Impact Church,1078540,33078,19941,,valid
1361123,2026-01-25,100.00,Credit Card,Amex,Tithes - Impact Church,1078691,23461,19941,,valid
1360945,2026-01-25,50.00,Credit Card,Visa,Offering - Impact Church,1078513,33622,19941,,valid
1361019,2026-01-25,370.00,Credit Card,Visa,Tithes - Impact Church,1078587,31439,19941,,valid
1361040,2026-01-25,200.00,Credit Card,Visa,Tithes - Impact Church,1078608,22235,19941,,valid
1361137,2026-01-25,20.00,Credit Card,Visa,Offering - Impact Church,1078705,18144,19941,,valid
1360946,2026-01-25,1.00,Credit Card,Visa,Credit Card Processing Fees,1078514,33622,19941,,valid
1360885,2026-01-25,20.00,Credit Card,Visa,Offering - Impact Church,1078453,36459,19942,,valid
1360908,2026-01-25,10.00,Credit Card,Visa,Offering - Impact Church,1078476,28697,19942,,valid
1360904,2026-01-25,25.00,Credit Card,Visa,Offering - Impact Church,1078472,35975,19942,,valid
1360910,2026-01-25,30.00,Credit Card,Visa,Offering - Impact Church,1078478,34956,19942,,valid
1361004,2026-01-25,0.80,Credit Card,Visa,Credit Card Processing Fees,1078572,34959,19941,,valid
1361003,2026-01-25,40.00,Credit Card,Visa,Tithes - Impact Church,1078571,34959,19941,,valid
1360898,2026-01-25,100.00,Credit Card,Visa,Offering - Impact Church,1078467,36209,19942,,valid
1361118,2026-01-25,90.00,Credit Card,Visa,Tithes - Impact Church,1078686,23781,19941,,valid
1361028,2026-01-25,180.00,Credit Card,Visa,Tithes - Impact Church,1078596,21376,19941,,valid
1361116,2026-01-25,10.00,Credit Card,Visa,Tithes - Impact Church,1078684,30633,19941,,valid
1361117,2026-01-25,0.20,Credit Card,Visa,Credit Card Processing Fees,1078685,30633,19941,,valid
1361008,2026-01-25,100.00,Credit Card,Visa,Offering - Impact Church,1078576,34204,19941,,valid
1360954,2026-01-25,20.00,Credit Card,Visa,Offering - Impact Church,1078522,19495,19941,,valid
1361152,2026-01-25,10.00,Credit Card,Visa,Offering - Impact Church,1078720,25084,19941,,valid
1361153,2026-01-25,0.20,Credit Card,Visa,Credit Card Processing Fees,1078721,25084,19941,,valid
1361050,2026-01-25,25.00,Credit Card,Mastercard,Tithes - Impact Church,1078618,21337,19941,,valid
1361054,2026-01-25,75.00,Credit Card,Visa,Offering - Impact Church,1078622,16991,19941,,valid
1361055,2026-01-25,75.00,Credit Card,Visa,Tithes - Impact Church,1078623,16991,19941,,valid
1360876,2026-01-25,60.00,Credit Card,Visa,Offering - Impact Church,1078443,36939,19941,,valid
1360878,2026-01-25,1.19,Credit Card,Visa,Credit Card Processing Fees,1078446,36939,19941,,valid
1360985,2026-01-25,3.00,Credit Card,Visa,Offering - Impact Church,1078553,35118,19941,,valid
1360958,2026-01-25,5.00,Credit Card,Visa,Tithes - Impact Church,1078526,27926,19941,,valid
1361000,2026-01-25,9.15,Credit Card,Mastercard,Credit Card Processing Fees,1078568,34102,19941,,valid
1360999,2026-01-25,460.00,Credit Card,Mastercard,Tithes - Impact Church,1078567,34102,19941,,valid
1360879,2026-01-25,300.00,Credit Card,Mastercard,Tithes - Impact Church,1078447,36940,19941,,valid
1360881,2026-01-25,5.97,Credit Card,Mastercard,Credit Card Processing Fees,1078449,36940,19941,,valid
1360884,2026-01-25,0.40,Credit Card,Visa,Credit Card Processing Fees,1078452,24666,19941,,valid
1360883,2026-01-25,20.00,Credit Card,Visa,Offering - Impact Church,1078451,24666,19941,,valid
1361100,2026-01-25,50.00,Credit Card,Visa,Tithes - Impact Church,1078668,16837,19941,,valid
1361088,2026-01-25,0.20,Credit Card,Visa,Credit Card Processing Fees,1078656,32239,19941,,valid
1361087,2026-01-25,10.00,Credit Card,Visa,Offering - Impact Church,1078655,32239,19941,,valid
1361098,2026-01-25,10.00,Credit Card,Visa,Offering - Impact Church,1078666,16343,19941,,valid
1360933,2026-01-25,20.00,Credit Card,Visa,Tithes - Impact Church,1078501,36096,19941,,valid
1360934,2026-01-25,0.40,Credit Card,Visa,Credit Card Processing Fees,1078502,36096,19941,,valid
1361136,2026-01-25,50.00,Credit Card,Visa,Offering - Impact Church,1078704,27318,19941,,valid
1361135,2026-01-25,25.00,Credit Card,Visa,Compassion Areas,1078703,27318,19941,,valid
1360888,2026-01-25,1.99,Credit Card,Visa,Credit Card Processing Fees,1078456,35212,19941,,valid
1360887,2026-01-25,100.00,Credit Card,Visa,Offering - Impact Church,1078455,35212,19941,,valid
1361031,2026-01-25,125.00,Credit Card,Visa,Offering - Impact Church,1078599,33566,19941,,valid
1361032,2026-01-25,2.49,Credit Card,Visa,Credit Card Processing Fees,1078600,33566,19941,,valid
1360940,2026-01-25,1.99,Credit Card,Visa,Credit Card Processing Fees,1078508,36251,19941,,valid
1360939,2026-01-25,100.00,Credit Card,Visa,Offering - Impact Church,1078507,36251,19941,,valid
1361312,2026-01-25,40.00,Check,558,Offering - Impact Church,1078867,35196,19945,,valid
1361339,2026-01-25,25.00,Check,0599,Offering - Impact Church,1078889,29285,19945,,valid
1361308,2026-01-25,200.00,Check,2339,Tithes - Impact Church,1078865,17535,19945,,valid
1361350,2026-01-25,70.00,Check,2464,Tithes - Impact Church,1078900,26705,19945,,valid
1361311,2026-01-25,258.00,Check,558,Tithes - Impact Church,1078867,35196,19945,,valid
1361338,2026-01-25,75.00,Check,0599,Tithes - Impact Church,1078889,29285,19945,,valid
1361401,2026-01-25,25.00,Check,197,Offering - Impact Church,1078946,36669,19945,,valid
1361357,2026-01-25,200.00,Check,715,Tithes - Impact Church,1078907,34924,19945,,valid
1361295,2026-01-25,20.00,Check,1810,Offering - Impact Church,1078856,26257,19945,,valid
1361354,2026-01-25,25.00,Check,466,Tithes - Impact Church,1078904,29753,19945,,valid
1361408,2026-01-25,300.00,Check,166,Tithes - Impact Church,1078951,34279,19945,,valid
1360925,2026-01-25,50.00,Credit Card,Mastercard,Offering - Impact Church,1078493,28613,19941,,valid
1361294,2026-01-25,90.00,Check,1810,Tithes - Impact Church,1078856,26257,19945,,valid
1361285,2026-01-25,295.00,Check,8668,Tithes - Impact Church,1078850,18351,19945,,valid
1361367,2026-01-25,600.00,Check,371,Tithes - Impact Church,1078916,34058,19945,,valid
1361398,2026-01-25,300.00,Check,4869,Tithes - Impact Church,1078943,28495,19945,,valid
1361296,2026-01-25,25.00,Check,1810,Missions,1078856,26257,19945,,valid
1361403,2026-01-25,2807.00,Check,158,Tithes - Impact Church,1078948,23564,19945,,valid
1361385,2026-01-25,250.00,Check,335,Tithes - Impact Church,1078932,17865,19945,,valid
1361318,2026-01-25,21.79,Check,152,Tithes - Impact Church,1078872,33589,19945,,valid
1361362,2026-01-25,50.00,Check,588,Offering - Impact Church,1078911,30526,19945,,valid
1361404,2026-01-25,100.00,Check,158,Offering - Impact Church,1078948,23564,19945,,valid
1361365,2026-01-25,100.00,Check,4131,Offering - Impact Church,1078914,27770,19945,,valid
1360891,2026-01-25,5.00,Credit Card,Visa,Offering - Impact Church,1078459,36941,19941,,valid
1361413,2026-01-25,25.00,Check,468,Tithes - Impact Church,1078955,29753,19945,,valid
1361405,2026-01-25,100.00,Check,158,Building,1078948,23564,19945,,valid
1361381,2026-01-25,480.00,Check,6872,Tithes - Impact Church,1078929,27108,19945,,valid
1361298,2026-01-25,20.00,Check,1268,Offering - Impact Church,1078857,24398,19945,,valid
1360926,2026-01-25,1.00,Credit Card,Mastercard,Credit Card Processing Fees,1078494,28613,19941,,valid
1360870,2026-01-25,20.00,Credit Card,Visa,Offering - Impact Church,1078438,36936,19942,,valid
1361415,2026-01-25,67.00,Check,46270,Tithes - Impact Church,1078957,24919,19945,,valid
1361316,2026-01-25,50.00,Check,585,Offering - Impact Church,1078870,21326,19945,,valid
1361347,2026-01-25,25.00,Check,25.00,Offering - Impact Church,1078897,36956,19945,,valid
1361304,2026-01-25,133.98,Check,chks,Tithes - Impact Church,1078861,29830,19945,,valid
1361374,2026-01-25,200.00,Check,134,Tithes - Impact Church,1078922,18857,19945,,valid
1361416,2026-01-25,33.00,Check,46270,Offering - Impact Church,1078957,24919,19945,,valid
1361297,2026-01-25,110.00,Check,1268,Tithes - Impact Church,1078857,24398,19945,,valid
1361322,2026-01-25,482.00,Check,chks - 2,Tithes - Impact Church,1078875,22783,19945,,valid
1361292,2026-01-25,25.00,Check,10418,Offering - Impact Church,1078855,27203,19945,,valid
1361384,2026-01-25,50.00,Check,6160,Offering - Impact Church,1078931,25804,19945,,valid
1361397,2026-01-25,335.00,Check,8488,Tithes - Impact Church,1078942,17913,19945,,valid
1361352,2026-01-25,100.00,Check,0082,Tithes - Impact Church,1078902,27764,19945,,valid
1361333,2026-01-25,5000.00,Check,3920,Tithes - Impact Church,1078884,17612,19945,,valid
1361293,2026-01-25,25.00,Check,10418,Legacy Impact Projects,1078855,27203,19945,,valid
1361378,2026-01-25,300.00,Check,6311,Tithes - Impact Church,1078926,31394,19945,,valid
1361419,2026-01-25,220.00,Check,2932,Tithes - Impact Church,1078959,31533,19945,,valid
1361383,2026-01-25,100.00,Check,6160,Tithes - Impact Church,1078931,25804,19945,,valid
1361291,2026-01-25,150.00,Check,10418,Tithes - Impact Church,1078855,27203,19945,,valid
1361377,2026-01-25,300.00,Check,7487,Tithes - Impact Church,1078925,26016,19945,,valid
1361420,2026-01-25,30.00,Check,2932,Offering - Impact Church,1078959,31533,19945,,valid
1361299,2026-01-25,20.00,Check,1268,Missions,1078857,24398,19945,,valid
1361341,2026-01-25,100.00,Check,7097,Tithes - Impact Church,1078891,34142,19945,,valid
1361395,2026-01-25,220.00,Check,10568,Tithes - Impact Church,1078940,31235,19945,,valid
1361376,2026-01-25,50.00,Check,4526,Tithes - Impact Church,1078924,36960,19945,,valid
1361301,2026-01-25,200.00,Check,5568,Tithes - Impact Church,1078859,26918,19945,,valid
1360957,2026-01-25,1.99,Credit Card,Visa,Credit Card Processing Fees,1078525,36021,19941,,valid
1360872,2026-01-25,20.00,Credit Card,Visa,Offering - Impact Church,1078440,24474,19942,,valid
1360956,2026-01-25,100.00,Credit Card,Visa,Offering - Impact Church,1078524,36021,19941,,valid
1361018,2026-01-25,10.00,Credit Card,Visa,Offering - Impact Church,1078586,30058,19941,,valid
1360979,2026-01-25,25.00,Credit Card,Visa,Tithes - Impact Church,1078547,35534,19941,,valid
1360980,2026-01-25,0.50,Credit Card,Visa,Credit Card Processing Fees,1078548,35534,19941,,valid
1360971,2026-01-25,50.00,Credit Card,Visa,Offering - Impact Church,1078539,35801,19941,,valid
1361091,2026-01-25,50.00,Credit Card,Visa,Offering - Impact Church,1078659,32709,19941,,valid
1360970,2026-01-25,340.00,Credit Card,Visa,Tithes - Impact Church,1078538,35801,19941,,valid
1361139,2026-01-25,1.19,Credit Card,Mastercard,Credit Card Processing Fees,1078707,22499,19941,,valid
1361138,2026-01-25,60.00,Credit Card,Mastercard,Tithes - Impact Church,1078706,22499,19941,,valid
1361094,2026-01-25,50.00,Credit Card,Amex,Tithes - Impact Church,1078662,22031,19941,,valid
1360968,2026-01-25,20.00,Credit Card,Visa,Tithes - Impact Church,1078536,35859,19941,,valid
1360974,2026-01-25,0.50,Credit Card,Visa,Credit Card Processing Fees,1078542,35787,19941,,valid
1361030,2026-01-25,1.19,Credit Card,Visa,Credit Card Processing Fees,1078598,27833,19941,,valid
1361029,2026-01-25,60.00,Credit Card,Visa,Tithes - Impact Church,1078597,27833,19941,,valid
1360973,2026-01-25,25.00,Credit Card,Visa,Tithes - Impact Church,1078541,35787,19941,,valid
1360893,2026-01-25,5.00,Credit Card,Visa,Offering - Impact Church,1078461,34416,19941,,valid
